username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,Sentiment_Label
Dchoco_mochi,Mon May 13 23:58:03 +0000 2024,Emg IKN itu projek jelek banget Bukan jelek tp ga realistis,Emg IKN itu projek jelek banget Bukan jelek tp ga realistis,emg ikn itu projek jelek banget bukan jelek tp ga realistis,"['emg', 'ikn', 'itu', 'projek', 'jelek', 'banget', 'bukan', 'jelek', 'tp', 'ga', 'realistis']","['emg', 'ikn', 'projek', 'jelek', 'banget', 'jelek', 'tp', 'ga', 'realistis']","['emg', 'ikn', 'projek', 'jelek', 'banget', 'jelek', 'tp', 'ga', 'realistis']",Neutral
Indra_MXX,Mon May 13 23:55:37 +0000 2024,@Muslim_AntiPKI9 @democrazymedia suruh si samsul bertapa di IKN..,  suruh si samsul bertapa di IKN,suruh si samsul bertapa di ikn,"['suruh', 'si', 'samsul', 'bertapa', 'di', 'ikn']","['suruh', 'si', 'samsul', 'bertapa', 'ikn']","['suruh', 'si', 'samsul', 'bertapa', 'ikn']",Neutral
berber134,Mon May 13 23:52:36 +0000 2024,@democrazymedia Buat kerabat dekatnya penguasa jadi ikn itu perumahan paling elit yang dibiayai negara dan di huni penguasa doang. Ntar pas penguasa nya dah pensiun tetap tinggal disitu sampai ajal menjemput, Buat kerabat dekatnya penguasa jadi ikn itu perumahan paling elit yang dibiayai negara dan di huni penguasa doang Ntar pas penguasa nya dah pensiun tetap tinggal disitu sampai ajal menjemput,buat kerabat dekatnya penguasa jadi ikn itu perumahan paling elit yang dibiayai negara dan di huni penguasa doang ntar pas penguasa nya dah pensiun tetap tinggal disitu sampai ajal menjemput,"['buat', 'kerabat', 'dekatnya', 'penguasa', 'jadi', 'ikn', 'itu', 'perumahan', 'paling', 'elit', 'yang', 'dibiayai', 'negara', 'dan', 'di', 'huni', 'penguasa', 'doang', 'ntar', 'pas', 'penguasa', 'nya', 'dah', 'pensiun', 'tetap', 'tinggal', 'disitu', 'sampai', 'ajal', 'menjemput']","['kerabat', 'dekatnya', 'penguasa', 'ikn', 'perumahan', 'elit', 'dibiayai', 'negara', 'huni', 'penguasa', 'doang', 'ntar', 'pas', 'penguasa', 'nya', 'dah', 'pensiun', 'tinggal', 'disitu', 'ajal', 'menjemput']","['kerabat', 'dekatnya', 'penguasa', 'ikn', 'perumahan', 'elit', 'dibiayai', 'negara', 'huni', 'penguasa', 'doang', 'ntar', 'pa', 'penguasa', 'nya', 'dah', 'pensiun', 'tinggal', 'disitu', 'ajal', 'menjemput']",Neutral
edi_pad,Mon May 13 23:51:32 +0000 2024,@DokterTifa @gibran_tweet Betul sekali cocoknya Gibran ngantor sj di IKN selama 5 thn tuk terusin Proyek Bpknya. Skalian Bersih Di IKN,  Betul sekali cocoknya Gibran ngantor sj di IKN selama 5 thn tuk terusin Proyek Bpknya Skalian Bersih Di IKN,betul sekali cocoknya gibran ngantor sj di ikn selama thn tuk terusin proyek bpknya skalian bersih di ikn,"['betul', 'sekali', 'cocoknya', 'gibran', 'ngantor', 'sj', 'di', 'ikn', 'selama', 'thn', 'tuk', 'terusin', 'proyek', 'bpknya', 'skalian', 'bersih', 'di', 'ikn']","['cocoknya', 'gibran', 'ngantor', 'sj', 'ikn', 'thn', 'tuk', 'terusin', 'proyek', 'bpknya', 'skalian', 'bersih', 'ikn']","['cocoknya', 'gibran', 'ngantor', 'sj', 'ikn', 'thn', 'tuk', 'terusin', 'proyek', 'bpknya', 'skalian', 'bersih', 'ikn']",Neutral
Leeolanq,Mon May 13 23:48:10 +0000 2024,IKN SUDAH MERUSAK CACING &amp; HAK BURUNG PACARAN DI DAHAN YG SUDAH BERUBAH JADI BETON DAN TIANG PANCANG https://t.co/jhAmWOmVk8,IKN SUDAH MERUSAK CACING amp HAK BURUNG PACARAN DI DAHAN YG SUDAH BERUBAH JADI BETON DAN TIANG PANCANG ,ikn sudah merusak cacing amp hak burung pacaran di dahan yg sudah berubah jadi beton dan tiang pancang,"['ikn', 'sudah', 'merusak', 'cacing', 'amp', 'hak', 'burung', 'pacaran', 'di', 'dahan', 'yg', 'sudah', 'berubah', 'jadi', 'beton', 'dan', 'tiang', 'pancang']","['ikn', 'merusak', 'cacing', 'amp', 'hak', 'burung', 'pacaran', 'dahan', 'yg', 'berubah', 'beton', 'tiang', 'pancang']","['ikn', 'merusak', 'cacing', 'amp', 'hak', 'burung', 'pacaran', 'dahan', 'yg', 'berubah', 'beton', 'tiang', 'pancang']",Neutral
saszhimii,Mon May 13 23:46:49 +0000 2024,Aneh bgt ajg mimpi gue kali ini gue dideketin cowo tp cowo ny tbtb kabur trs ganti tempat gue sm nasywa lg di hpk (tmpt tinggal gue di ikn) trs tbtb rubuh ajg gue masi di dlm sm nasywa pas keluar berubah jd rumah gue yg rubuh jir gatauny lg percobaan ngebom warga caribbean ajg,Aneh bgt ajg mimpi gue kali ini gue dideketin cowo tp cowo ny tbtb kabur trs ganti tempat gue sm nasywa lg di hpk tmpt tinggal gue di ikn trs tbtb rubuh ajg gue masi di dlm sm nasywa pas keluar berubah jd rumah gue yg rubuh jir gatauny lg percobaan ngebom warga caribbean ajg,aneh bgt ajg mimpi gue kali ini gue dideketin cowo tp cowo ny tbtb kabur trs ganti tempat gue sm nasywa lg di hpk tmpt tinggal gue di ikn trs tbtb rubuh ajg gue masi di dlm sm nasywa pas keluar berubah jd rumah gue yg rubuh jir gatauny lg percobaan ngebom warga caribbean ajg,"['aneh', 'bgt', 'ajg', 'mimpi', 'gue', 'kali', 'ini', 'gue', 'dideketin', 'cowo', 'tp', 'cowo', 'ny', 'tbtb', 'kabur', 'trs', 'ganti', 'tempat', 'gue', 'sm', 'nasywa', 'lg', 'di', 'hpk', 'tmpt', 'tinggal', 'gue', 'di', 'ikn', 'trs', 'tbtb', 'rubuh', 'ajg', 'gue', 'masi', 'di', 'dlm', 'sm', 'nasywa', 'pas', 'keluar', 'berubah', 'jd', 'rumah', 'gue', 'yg', 'rubuh', 'jir', 'gatauny', 'lg', 'percobaan', 'ngebom', 'warga', 'caribbean', 'ajg']","['aneh', 'bgt', 'ajg', 'mimpi', 'gue', 'kali', 'gue', 'dideketin', 'cowo', 'tp', 'cowo', 'ny', 'tbtb', 'kabur', 'trs', 'ganti', 'gue', 'sm', 'nasywa', 'lg', 'hpk', 'tmpt', 'tinggal', 'gue', 'ikn', 'trs', 'tbtb', 'rubuh', 'ajg', 'gue', 'masi', 'dlm', 'sm', 'nasywa', 'pas', 'berubah', 'jd', 'rumah', 'gue', 'yg', 'rubuh', 'jir', 'gatauny', 'lg', 'percobaan', 'ngebom', 'warga', 'caribbean', 'ajg']","['aneh', 'bgt', 'ajg', 'mimpi', 'gue', 'kali', 'gue', 'dideketin', 'cowo', 'tp', 'cowo', 'ny', 'tbtb', 'kabur', 'trs', 'ganti', 'gue', 'sm', 'nasywa', 'lg', 'hpk', 'tmpt', 'tinggal', 'gue', 'ikn', 'trs', 'tbtb', 'rubuh', 'ajg', 'gue', 'masi', 'dlm', 'sm', 'nasywa', 'pa', 'berubah', 'jd', 'rumah', 'gue', 'yg', 'rubuh', 'jir', 'gatauny', 'lg', 'percobaan', 'ngebom', 'warga', 'caribbean', 'ajg']",Neutral
parewamalam,Mon May 13 23:39:41 +0000 2024,@DokterTifa @gibran_tweet Bagaimanapun fasilitas ketehatan terbaik ada di Jakarrta. Seandainya presiden berkantor di IKN trus malam² ada serangan struk maka aoa yang akan terjadi???,  Bagaimanapun fasilitas ketehatan terbaik ada di Jakarrta Seandainya presiden berkantor di IKN trus malam² ada serangan struk maka aoa yang akan terjadi,bagaimanapun fasilitas ketehatan terbaik ada di jakarrta seandainya presiden berkantor di ikn trus malam ada serangan struk maka aoa yang akan terjadi,"['bagaimanapun', 'fasilitas', 'ketehatan', 'terbaik', 'ada', 'di', 'jakarrta', 'seandainya', 'presiden', 'berkantor', 'di', 'ikn', 'trus', 'malam', 'ada', 'serangan', 'struk', 'maka', 'aoa', 'yang', 'akan', 'terjadi']","['fasilitas', 'ketehatan', 'terbaik', 'jakarrta', 'seandainya', 'presiden', 'berkantor', 'ikn', 'trus', 'malam', 'serangan', 'struk', 'aoa']","['fasilitas', 'ketehatan', 'terbaik', 'jakarrta', 'seandainya', 'presiden', 'berkantor', 'ikn', 'trus', 'malam', 'serangan', 'struk', 'aoa']",Neutral
Savvytrader6,Mon May 13 23:39:31 +0000 2024,@RadenNingrat99 @liaasister Ga peduli boss misinya cuma IKN yg bakal jadi negara dalam negara,  Ga peduli boss misinya cuma IKN yg bakal jadi negara dalam negara,ga peduli boss misinya cuma ikn yg bakal jadi negara dalam negara,"['ga', 'peduli', 'boss', 'misinya', 'cuma', 'ikn', 'yg', 'bakal', 'jadi', 'negara', 'dalam', 'negara']","['ga', 'peduli', 'boss', 'misinya', 'ikn', 'yg', 'negara', 'negara']","['ga', 'peduli', 'bos', 'misinya', 'ikn', 'yg', 'negara', 'negara']",Neutral
inong911,Mon May 13 23:38:25 +0000 2024,@CV_KP_Mandiri IKN jadi thn 2045 kenapa ogah-ogahan belum tentu tahun segitu masih jadi anggota DPR. Mungkin sebagian udah wafat , IKN jadi thn 2045 kenapa ogahogahan belum tentu tahun segitu masih jadi anggota DPR Mungkin sebagian udah wafat ,ikn jadi thn kenapa ogahogahan belum tentu tahun segitu masih jadi anggota dpr mungkin sebagian udah wafat,"['ikn', 'jadi', 'thn', 'kenapa', 'ogahogahan', 'belum', 'tentu', 'tahun', 'segitu', 'masih', 'jadi', 'anggota', 'dpr', 'mungkin', 'sebagian', 'udah', 'wafat']","['ikn', 'thn', 'ogahogahan', 'segitu', 'anggota', 'dpr', 'udah', 'wafat']","['ikn', 'thn', 'ogahogahan', 'segitu', 'anggota', 'dpr', 'udah', 'wafat']",Neutral
MasJJBram,Mon May 13 23:31:30 +0000 2024,@Najazi731 @liaasister Simpel negara berkembang itu butuh investor case IKN agar indo ga utang luar negeri. Masalah investor bebas pajak itu namanya fasilitas di cikarang kawasan industri itu barang semua pajaknya ga bayar alias ditangguhkan karena tujuan ekspor pemiliknya? Yup asing.,  Simpel negara berkembang itu butuh investor case IKN agar indo ga utang luar negeri Masalah investor bebas pajak itu namanya fasilitas di cikarang kawasan industri itu barang semua pajaknya ga bayar alias ditangguhkan karena tujuan ekspor pemiliknya Yup asing,simpel negara berkembang itu butuh investor case ikn agar indo ga utang luar negeri masalah investor bebas pajak itu namanya fasilitas di cikarang kawasan industri itu barang semua pajaknya ga bayar alias ditangguhkan karena tujuan ekspor pemiliknya yup asing,"['simpel', 'negara', 'berkembang', 'itu', 'butuh', 'investor', 'case', 'ikn', 'agar', 'indo', 'ga', 'utang', 'luar', 'negeri', 'masalah', 'investor', 'bebas', 'pajak', 'itu', 'namanya', 'fasilitas', 'di', 'cikarang', 'kawasan', 'industri', 'itu', 'barang', 'semua', 'pajaknya', 'ga', 'bayar', 'alias', 'ditangguhkan', 'karena', 'tujuan', 'ekspor', 'pemiliknya', 'yup', 'asing']","['simpel', 'negara', 'berkembang', 'butuh', 'investor', 'case', 'ikn', 'indo', 'ga', 'utang', 'negeri', 'investor', 'bebas', 'pajak', 'namanya', 'fasilitas', 'cikarang', 'kawasan', 'industri', 'barang', 'pajaknya', 'ga', 'bayar', 'alias', 'ditangguhkan', 'tujuan', 'ekspor', 'pemiliknya', 'yup', 'asing']","['simpel', 'negara', 'berkembang', 'butuh', 'investor', 'case', 'ikn', 'indo', 'ga', 'utang', 'negeri', 'investor', 'bebas', 'pajak', 'namanya', 'fasilitas', 'cikarang', 'kawasan', 'industri', 'barang', 'pajaknya', 'ga', 'bayar', 'alias', 'ditangguhkan', 'tujuan', 'ekspor', 'pemiliknya', 'yup', 'asing']",Neutral
purplejjiin,Mon May 13 23:30:54 +0000 2024,((((yauda ikut IKN aja gpp)))) (((((kamu ngusir aku??)))))) (((((((((hahahahaha))))))))),yauda ikut IKN aja gpp kamu ngusir aku hahahahaha,yauda ikut ikn aja gpp kamu ngusir aku hahahahaha,"['yauda', 'ikut', 'ikn', 'aja', 'gpp', 'kamu', 'ngusir', 'aku', 'hahahahaha']","['yauda', 'ikn', 'aja', 'gpp', 'ngusir', 'hahahahaha']","['yauda', 'ikn', 'aja', 'gpp', 'ngusir', 'hahahahaha']",Neutral
komaria_cocom,Mon May 13 23:24:37 +0000 2024,Dari awal sdh kontroversi pembangunan IKN yg ngak urgent cm cari bacakan buat modal pilpres sptnya?,Dari awal sdh kontroversi pembangunan IKN yg ngak urgent cm cari bacakan buat modal pilpres sptnya,dari awal sdh kontroversi pembangunan ikn yg ngak urgent cm cari bacakan buat modal pilpres sptnya,"['dari', 'awal', 'sdh', 'kontroversi', 'pembangunan', 'ikn', 'yg', 'ngak', 'urgent', 'cm', 'cari', 'bacakan', 'buat', 'modal', 'pilpres', 'sptnya']","['sdh', 'kontroversi', 'pembangunan', 'ikn', 'yg', 'ngak', 'urgent', 'cm', 'cari', 'bacakan', 'modal', 'pilpres', 'sptnya']","['sdh', 'kontroversi', 'pembangunan', 'ikn', 'yg', 'ngak', 'urgent', 'cm', 'cari', 'bacakan', 'modal', 'pilpres', 'sptnya']",Neutral
youngFourest,Mon May 13 23:24:07 +0000 2024,Jadi ikn utk para taipan??,Jadi ikn utk para taipan,jadi ikn utk para taipan,"['jadi', 'ikn', 'utk', 'para', 'taipan']","['ikn', 'utk', 'taipan']","['ikn', 'utk', 'taipan']",Neutral
SiswantiHanip,Mon May 13 23:24:05 +0000 2024,Pesona Gua Tapak Raja Menjadi Unggulan Daya Tarik Wisata Di IKN. sosis champ Garnacho 6 Miliar Hadiah Gratis Lucifer PO Bus Pendek https://t.co/UIZ7zb08cJ,Pesona Gua Tapak Raja Menjadi Unggulan Daya Tarik Wisata Di IKN sosis champ Garnacho 6 Miliar Hadiah Gratis Lucifer PO Bus Pendek ,pesona gua tapak raja menjadi unggulan daya tarik wisata di ikn sosis champ garnacho miliar hadiah gratis lucifer po bus pendek,"['pesona', 'gua', 'tapak', 'raja', 'menjadi', 'unggulan', 'daya', 'tarik', 'wisata', 'di', 'ikn', 'sosis', 'champ', 'garnacho', 'miliar', 'hadiah', 'gratis', 'lucifer', 'po', 'bus', 'pendek']","['pesona', 'gua', 'tapak', 'raja', 'unggulan', 'daya', 'tarik', 'wisata', 'ikn', 'sosis', 'champ', 'garnacho', 'miliar', 'hadiah', 'gratis', 'lucifer', 'po', 'bus', 'pendek']","['pesona', 'gua', 'tapak', 'raja', 'unggulan', 'daya', 'tarik', 'wisata', 'ikn', 'sosis', 'champ', 'garnacho', 'miliar', 'hadiah', 'gratis', 'lucifer', 'po', 'bus', 'pendek']",Neutral
Tofik545176,Mon May 13 23:24:00 +0000 2024,@democrazymedia Ikn untuk imigran tiongkok, Ikn untuk imigran tiongkok,ikn untuk imigran tiongkok,"['ikn', 'untuk', 'imigran', 'tiongkok']","['ikn', 'imigran', 'tiongkok']","['ikn', 'imigran', 'tiongkok']",Neutral
achmad_kusnanto,Mon May 13 23:21:13 +0000 2024,@kumparan Hehe.... Hebat dong. Kalo pemindahan IKN ini berhasil akan jadi contoh dunia. Kalo gagal.... Yo udah banyak yg kaga berhasil. Paling hanya meninggalkan warisan hutang sama anak cucu........ Sad .... Makanya mari berdoa aja supaya berhasil........., Hehe Hebat dong Kalo pemindahan IKN ini berhasil akan jadi contoh dunia Kalo gagal Yo udah banyak yg kaga berhasil Paling hanya meninggalkan warisan hutang sama anak cucu Sad  Makanya mari berdoa aja supaya berhasil,hehe hebat dong kalo pemindahan ikn ini berhasil akan jadi contoh dunia kalo gagal yo udah banyak yg kaga berhasil paling hanya meninggalkan warisan hutang sama anak cucu sad makanya mari berdoa aja supaya berhasil,"['hehe', 'hebat', 'dong', 'kalo', 'pemindahan', 'ikn', 'ini', 'berhasil', 'akan', 'jadi', 'contoh', 'dunia', 'kalo', 'gagal', 'yo', 'udah', 'banyak', 'yg', 'kaga', 'berhasil', 'paling', 'hanya', 'meninggalkan', 'warisan', 'hutang', 'sama', 'anak', 'cucu', 'sad', 'makanya', 'mari', 'berdoa', 'aja', 'supaya', 'berhasil']","['hehe', 'hebat', 'kalo', 'pemindahan', 'ikn', 'berhasil', 'contoh', 'dunia', 'kalo', 'gagal', 'yo', 'udah', 'yg', 'kaga', 'berhasil', 'meninggalkan', 'warisan', 'hutang', 'anak', 'cucu', 'sad', 'mari', 'berdoa', 'aja', 'berhasil']","['hehe', 'hebat', 'kalo', 'pemindahan', 'ikn', 'berhasil', 'contoh', 'dunia', 'kalo', 'gagal', 'yo', 'udah', 'yg', 'kaga', 'berhasil', 'meninggalkan', 'warisan', 'hutang', 'anak', 'cucu', 'sad', 'mari', 'berdoa', 'aja', 'berhasil']",Neutral
AngingMamiri26,Mon May 13 23:19:21 +0000 2024,@Anggita_lung Dukung pembangunan IKN, Dukung pembangunan IKN,dukung pembangunan ikn,"['dukung', 'pembangunan', 'ikn']","['dukung', 'pembangunan', 'ikn']","['dukung', 'pembangunan', 'ikn']",Neutral
kresnadi,Mon May 13 23:18:06 +0000 2024,@democrazymedia Warga China akan dinaturalisasi menjadi warga IKN, Warga China akan dinaturalisasi menjadi warga IKN,warga china akan dinaturalisasi menjadi warga ikn,"['warga', 'china', 'akan', 'dinaturalisasi', 'menjadi', 'warga', 'ikn']","['warga', 'china', 'dinaturalisasi', 'warga', 'ikn']","['warga', 'china', 'dinaturalisasi', 'warga', 'ikn']",Neutral
detikfinance,Mon May 13 23:18:06 +0000 2024,Proses pembangunan Ibu Kota Nusantara (IKN) ternyata membuat tiket penerbangan dari berbagai daerah menuju Balikpapan semakin mahal. https://t.co/Okxxvq3M5X,Proses pembangunan Ibu Kota Nusantara IKN ternyata membuat tiket penerbangan dari berbagai daerah menuju Balikpapan semakin mahal ,proses pembangunan ibu kota nusantara ikn ternyata membuat tiket penerbangan dari berbagai daerah menuju balikpapan semakin mahal,"['proses', 'pembangunan', 'ibu', 'kota', 'nusantara', 'ikn', 'ternyata', 'membuat', 'tiket', 'penerbangan', 'dari', 'berbagai', 'daerah', 'menuju', 'balikpapan', 'semakin', 'mahal']","['proses', 'pembangunan', 'kota', 'nusantara', 'ikn', 'tiket', 'penerbangan', 'daerah', 'balikpapan', 'mahal']","['prose', 'pembangunan', 'kota', 'nusantara', 'ikn', 'tiket', 'penerbangan', 'daerah', 'balikpapan', 'mahal']",Neutral
yourforger,Mon May 13 22:53:45 +0000 2024,ikn kontol,ikn kontol,ikn kontol,"['ikn', 'kontol']","['ikn', 'kontol']","['ikn', 'kontol']",Neutral
Chaca_Relawan,Mon May 13 22:44:39 +0000 2024,@DokterTifa IKN bakal.jadi Hambalang ke 2 sepertinya... Dah dibangun Gak dipakai..., IKN bakaljadi Hambalang ke 2 sepertinya Dah dibangun Gak dipakai,ikn bakaljadi hambalang ke sepertinya dah dibangun gak dipakai,"['ikn', 'bakaljadi', 'hambalang', 'ke', 'sepertinya', 'dah', 'dibangun', 'gak', 'dipakai']","['ikn', 'bakaljadi', 'hambalang', 'dah', 'dibangun', 'gak', 'dipakai']","['ikn', 'bakaljadi', 'hambalang', 'dah', 'dibangun', 'gak', 'dipakai']",Neutral
inu__nuu,Mon May 13 22:37:28 +0000 2024,1st Winner ️ Bu Sherly: rezekinya taun ini ga ke Ikn nu rejekinya ke Jkt Ya Allah aamiin aamiin https://t.co/gksFsRtpMP,1st Winner ️ Bu Sherly rezekinya taun ini ga ke Ikn nu rejekinya ke Jkt Ya Allah aamiin aamiin ,st winner bu sherly rezekinya taun ini ga ke ikn nu rejekinya ke jkt ya allah aamiin aamiin,"['st', 'winner', 'bu', 'sherly', 'rezekinya', 'taun', 'ini', 'ga', 'ke', 'ikn', 'nu', 'rejekinya', 'ke', 'jkt', 'ya', 'allah', 'aamiin', 'aamiin']","['st', 'winner', 'bu', 'sherly', 'rezekinya', 'taun', 'ga', 'ikn', 'nu', 'rejekinya', 'jkt', 'ya', 'allah', 'aamiin', 'aamiin']","['st', 'winner', 'bu', 'sherly', 'rezekinya', 'taun', 'ga', 'ikn', 'nu', 'rejekinya', 'jkt', 'ya', 'allah', 'aamiin', 'aamiin']",Neutral
detikTravel,Mon May 13 22:23:41 +0000 2024,IKN bakal Punya Memorial Park Ada Patung Sukarno-Hatta dan Api Abadi https://t.co/h4HuYEQDoM,IKN bakal Punya Memorial Park Ada Patung SukarnoHatta dan Api Abadi ,ikn bakal punya memorial park ada patung sukarnohatta dan api abadi,"['ikn', 'bakal', 'punya', 'memorial', 'park', 'ada', 'patung', 'sukarnohatta', 'dan', 'api', 'abadi']","['ikn', 'memorial', 'park', 'patung', 'sukarnohatta', 'api', 'abadi']","['ikn', 'memorial', 'park', 'patung', 'sukarnohatta', 'api', 'abadi']",Neutral
DidyCare,Mon May 13 22:23:33 +0000 2024,kota CERDAS @AboutCirebonID @puyitakoyaki @seputarcirebon. NI BAJINGAN TOLOL semua INTRUMEN PJ PERAS RAKYAT BAYAR UTANG/IKN Kudunè kelola SDA yg ada MAKMURKAN RAKYAT dikit² naikkañ PAJAK @KemenkeuRI ra kreatif blas. الـــلـــه boten SARE DUNIA TAHU @CIJ_ICJ Oyii jok @jokowi ?,kota CERDAS    NI BAJINGAN TOLOL semua INTRUMEN PJ PERAS RAKYAT BAYAR UTANGIKN Kudunè kelola SDA yg ada MAKMURKAN RAKYAT dikit² naikkañ PAJAK  ra kreatif blas الـــلـــه boten SARE DUNIA TAHU  Oyii jok  ,kota cerdas ni bajingan tolol semua intrumen pj peras rakyat bayar utangikn kudun kelola sda yg ada makmurkan rakyat dikit naikka pajak ra kreatif blas boten sare dunia tahu oyii jok,"['kota', 'cerdas', 'ni', 'bajingan', 'tolol', 'semua', 'intrumen', 'pj', 'peras', 'rakyat', 'bayar', 'utangikn', 'kudun', 'kelola', 'sda', 'yg', 'ada', 'makmurkan', 'rakyat', 'dikit', 'naikka', 'pajak', 'ra', 'kreatif', 'blas', 'boten', 'sare', 'dunia', 'tahu', 'oyii', 'jok']","['kota', 'cerdas', 'ni', 'bajingan', 'tolol', 'intrumen', 'pj', 'peras', 'rakyat', 'bayar', 'utangikn', 'kudun', 'kelola', 'sda', 'yg', 'makmurkan', 'rakyat', 'dikit', 'naikka', 'pajak', 'ra', 'kreatif', 'blas', 'boten', 'sare', 'dunia', 'oyii', 'jok']","['kota', 'cerdas', 'ni', 'bajingan', 'tolol', 'intrumen', 'pj', 'peras', 'rakyat', 'bayar', 'utangikn', 'kudun', 'kelola', 'sda', 'yg', 'makmurkan', 'rakyat', 'dikit', 'naikka', 'pajak', 'ra', 'kreatif', 'blas', 'boten', 'sare', 'dunia', 'oyii', 'jok']",Neutral
ChandraBisri,Mon May 13 22:23:29 +0000 2024,Padahal rakyat kebanyakan sangat senang sekali Kalaw semua oknum pejabat yg korup pindah ke IKN selamanya IKN ibarat ibu tiri negara ,Padahal rakyat kebanyakan sangat senang sekali Kalaw semua oknum pejabat yg korup pindah ke IKN selamanya IKN ibarat ibu tiri negara ,padahal rakyat kebanyakan sangat senang sekali kalaw semua oknum pejabat yg korup pindah ke ikn selamanya ikn ibarat ibu tiri negara,"['padahal', 'rakyat', 'kebanyakan', 'sangat', 'senang', 'sekali', 'kalaw', 'semua', 'oknum', 'pejabat', 'yg', 'korup', 'pindah', 'ke', 'ikn', 'selamanya', 'ikn', 'ibarat', 'ibu', 'tiri', 'negara']","['rakyat', 'kebanyakan', 'senang', 'kalaw', 'oknum', 'pejabat', 'yg', 'korup', 'pindah', 'ikn', 'ikn', 'tiri', 'negara']","['rakyat', 'kebanyakan', 'senang', 'kalaw', 'oknum', 'pejabat', 'yg', 'korup', 'pindah', 'ikn', 'ikn', 'tiri', 'negara']",Neutral
wongkitogalo197,Mon May 13 22:16:13 +0000 2024,@DokterTifa Ikn kan investor terbesarnya aseng.mungkin buat menampung eksodus dari sana, Ikn kan investor terbesarnya asengmungkin buat menampung eksodus dari sana,ikn kan investor terbesarnya asengmungkin buat menampung eksodus dari sana,"['ikn', 'kan', 'investor', 'terbesarnya', 'asengmungkin', 'buat', 'menampung', 'eksodus', 'dari', 'sana']","['ikn', 'investor', 'terbesarnya', 'asengmungkin', 'menampung', 'eksodus']","['ikn', 'investor', 'terbesarnya', 'asengmungkin', 'menampung', 'eksodus']",Neutral
IDNTimesKaltim,Mon May 13 22:15:32 +0000 2024,Kantin di IKN Memperoleh Bantuan APD dan Pelabelan Laik Higiene https://t.co/FqCCgukKTs,Kantin di IKN Memperoleh Bantuan APD dan Pelabelan Laik Higiene ,kantin di ikn memperoleh bantuan apd dan pelabelan laik higiene,"['kantin', 'di', 'ikn', 'memperoleh', 'bantuan', 'apd', 'dan', 'pelabelan', 'laik', 'higiene']","['kantin', 'ikn', 'memperoleh', 'bantuan', 'apd', 'pelabelan', 'laik', 'higiene']","['kantin', 'ikn', 'memperoleh', 'bantuan', 'apd', 'pelabelan', 'laik', 'higiene']",Neutral
ikn0wuu,Mon May 13 22:12:20 +0000 2024,Rugi bgt in klo g serumah aj,Rugi bgt in klo g serumah aj,rugi bgt in klo g serumah aj,"['rugi', 'bgt', 'in', 'klo', 'g', 'serumah', 'aj']","['rugi', 'bgt', 'in', 'klo', 'g', 'serumah', 'aj']","['rugi', 'bgt', 'in', 'klo', 'g', 'serumah', 'aj']",Neutral
sharbiq,Mon May 13 21:55:26 +0000 2024,@geloraco Gpp rakyat bahagia kok menyumbangkan pajaknya u foya-foya IKN yg ga penting Rakyat cukup kasi joget uang 50rb sembako n makan siang aj 5 tahun sekali, Gpp rakyat bahagia kok menyumbangkan pajaknya u foyafoya IKN yg ga penting Rakyat cukup kasi joget uang 50rb sembako n makan siang aj 5 tahun sekali,gpp rakyat bahagia kok menyumbangkan pajaknya u foyafoya ikn yg ga penting rakyat cukup kasi joget uang rb sembako n makan siang aj tahun sekali,"['gpp', 'rakyat', 'bahagia', 'kok', 'menyumbangkan', 'pajaknya', 'u', 'foyafoya', 'ikn', 'yg', 'ga', 'penting', 'rakyat', 'cukup', 'kasi', 'joget', 'uang', 'rb', 'sembako', 'n', 'makan', 'siang', 'aj', 'tahun', 'sekali']","['gpp', 'rakyat', 'bahagia', 'menyumbangkan', 'pajaknya', 'u', 'foyafoya', 'ikn', 'yg', 'ga', 'rakyat', 'kasi', 'joget', 'uang', 'rb', 'sembako', 'n', 'makan', 'siang', 'aj']","['gpp', 'rakyat', 'bahagia', 'menyumbangkan', 'pajaknya', 'u', 'foyafoya', 'ikn', 'yg', 'ga', 'rakyat', 'kasi', 'joget', 'uang', 'rb', 'sembako', 'n', 'makan', 'siang', 'aj']",Neutral
KubromSami56889,Mon May 13 21:35:12 +0000 2024,@t96489 Ajokun waru xela ikn ynba , Ajokun waru xela ikn ynba ,ajokun waru xela ikn ynba,"['ajokun', 'waru', 'xela', 'ikn', 'ynba']","['ajokun', 'waru', 'xela', 'ikn', 'ynba']","['ajokun', 'waru', 'xela', 'ikn', 'ynba']",Neutral
