username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
okyaye,Tue May 14 11:25:46 +0000 2024,@pickmenava_win @fajarnugros Rencana IKN sudah mulai sejak Presiden RI Pertama. https://t.co/LjYzgNTCgX,  Rencana IKN sudah mulai sejak Presiden RI Pertama ,rencana ikn sudah mulai sejak presiden ri pertama,"['rencana', 'ikn', 'sudah', 'mulai', 'sejak', 'presiden', 'ri', 'pertama']","['rencana', 'ikn', 'presiden', 'ri']","['rencana', 'ikn', 'presiden', 'ri']",diitapaickemedanavananti_widan diifsassajaardanakakakakakmugede rasaos replyadanbkeamkakakakakmuma ikedan skakakakakmssudahaiah mkakakakakmulanganahai sejssaiyaadanga preplyasidiedan ri pertsama httapis t colehljyazbegidainitcgx,Neutral
cinderwel,Tue May 14 11:23:00 +0000 2024,duhh kok kkn bentar lg yhh sepanas ikn ga ya,duhh kok kkn bentar lg yhh sepanas ikn ga ya,duhh kok kkn bentar lg yhh sepanas ikn ga ya,"['duhh', 'kok', 'kkn', 'bentar', 'lg', 'yhh', 'sepanas', 'ikn', 'ga', 'ya']","['duhh', 'kkn', 'bentar', 'lg', 'yhh', 'sepanas', 'ikn', 'ga', 'ya']","['duhh', 'kkn', 'bentar', 'lg', 'yhh', 'sepanas', 'ikn', 'ga', 'ya']",dikakakakakmuhh keoke sepertiedan sebedananti yahh sepadanas ikedan ga iyaa,Neutral
andyhumaidy,Tue May 14 11:22:27 +0000 2024,@Boediantar4 Kedepan IKN pasti akan di kunjungi semua pemimpin negara negara lain yang hendak ingin mau bertemu prabowo dan gibran., Kedepan IKN pasti akan di kunjungi semua pemimpin negara negara lain yang hendak ingin mau bertemu prabowo dan gibran,kedepan ikn pasti akan di kunjungi semua pemimpin negara negara lain yang hendak ingin mau bertemu prabowo dan gibran,"['kedepan', 'ikn', 'pasti', 'akan', 'di', 'kunjungi', 'semua', 'pemimpin', 'negara', 'negara', 'lain', 'yang', 'hendak', 'ingin', 'mau', 'bertemu', 'prabowo', 'dan', 'gibran']","['kedepan', 'ikn', 'kunjungi', 'pemimpin', 'negara', 'negara', 'bertemu', 'prabowo', 'gibran']","['kedepan', 'ikn', 'kunjungi', 'pemimpin', 'negara', 'negara', 'bertemu', 'prabowo', 'gibran']",diiboedisiiiadananti4 keedisiiepadan ikedan ssaiyaadangaadan dii sepertiakakakakmssudtertawanjkakakakakmssudtertawangi semkakakakakmua pemimtapaidan daiinigara daiinigara lahaidan iyaadang hedandissaiyaadanga idangidan mdikekenal sebagaimu bertemkakakakakmu prabowo diadan gibabarkakakakakmuadan,Neutral
sholxs,Tue May 14 11:22:11 +0000 2024,@MichelAdam7__ Tangkap dan penjarakan para pelaku pemindahan ikn yang telah membunuh dan membantai suara rakyat Indonesia yang masih kedaulatan negara melindungi seluruh tumpah darah Indonesia memajukan kesejahteraan umum mencerdaskan kehidupan bangsa dan rakyat Indonesia tercinta ini , Tangkap dan penjarakan para pelaku pemindahan ikn yang telah membunuh dan membantai suara rakyat Indonesia yang masih kedaulatan negara melindungi seluruh tumpah darah Indonesia memajukan kesejahteraan umum mencerdaskan kehidupan bangsa dan rakyat Indonesia tercinta ini ,tangkap dan penjarakan para pelaku pemindahan ikn yang telah membunuh dan membantai suara rakyat indonesia yang masih kedaulatan negara melindungi seluruh tumpah darah indonesia memajukan kesejahteraan umum mencerdaskan kehidupan bangsa dan rakyat indonesia tercinta ini,"['tangkap', 'dan', 'penjarakan', 'para', 'pelaku', 'pemindahan', 'ikn', 'yang', 'telah', 'membunuh', 'dan', 'membantai', 'suara', 'rakyat', 'indonesia', 'yang', 'masih', 'kedaulatan', 'negara', 'melindungi', 'seluruh', 'tumpah', 'darah', 'indonesia', 'memajukan', 'kesejahteraan', 'umum', 'mencerdaskan', 'kehidupan', 'bangsa', 'dan', 'rakyat', 'indonesia', 'tercinta', 'ini']","['tangkap', 'penjarakan', 'pelaku', 'pemindahan', 'ikn', 'membunuh', 'membantai', 'suara', 'rakyat', 'indonesia', 'kedaulatan', 'negara', 'melindungi', 'tumpah', 'darah', 'indonesia', 'memajukan', 'kesejahteraan', 'mencerdaskan', 'kehidupan', 'bangsa', 'rakyat', 'indonesia', 'tercinta']","['tangkap', 'penjarakan', 'pelaku', 'pemindahan', 'ikn', 'membunuh', 'membantai', 'suara', 'rakyat', 'indonesia', 'kedaulatan', 'negara', 'melindungi', 'tumpah', 'darah', 'indonesia', 'memajukan', 'kesejahteraan', 'mencerdaskan', 'kehidupan', 'bangsa', 'rakyat', 'indonesia', 'tercinta']",diimichelahdiaam7__ tadangkeapa diadan pedanssajarssaiyaadangaadan pelssaiyaadangdikekenal sebagaimu pemidandiatertahkakakakakmuadan ikedan iyaadang telahh membkakakakakmssudtertawanakakakakakmuh diadan membakdantai skakakakakmuara rssaiyaadangsaiyaadangat idandiodaiinisia iyaadang keedisiidikekenal sebagaimulanganahtadan daiinigara melidandikakakakakmssudtertawangi skeamkakakakakmubarkakakakakmuh tkakakakakmumpah diarah idandiodaiinisia memsassajadiikekenal sebagaimukeadan keesessajahteraadan kakakakakmumkakakakakmum medancewasepertiakakakakmusayaaawarah kerjadiaskeadan keehaidikakakakakmupadan badangsa diadan rssaiyaadangsaiyaadangat idandiodaiinisia tercidanta idaini,Neutral
ivah_tilah2,Tue May 14 11:21:24 +0000 2024,@KotaNusantara Hasil kerja keras tim konstruksi IKN sangat membanggakan, Hasil kerja keras tim konstruksi IKN sangat membanggakan,hasil kerja keras tim konstruksi ikn sangat membanggakan,"['hasil', 'kerja', 'keras', 'tim', 'konstruksi', 'ikn', 'sangat', 'membanggakan']","['hasil', 'kerja', 'keras', 'tim', 'konstruksi', 'ikn', 'membanggakan']","['hasil', 'kerja', 'kera', 'tim', 'konstruksi', 'ikn', 'membanggakan']",diikeotadanakakakakakmusadanantia tertahkakakakakmuasil keerssaja keeras tim keodanstbarkakakakakmukesi ikedan sadangat membakdanggssaiyaadangaadan,Negative
anfahreza,Tue May 14 11:17:47 +0000 2024,@tauapaapa @risatya @abiridwan2173 Ya semoga aja dengan adanya IKN bisa banyak membantu paling tidak kota satelit kecipratan buat tempat tinggalnya.. semakin rame penduduk bakal ada titik ekonomi baru.,   Ya semoga aja dengan adanya IKN bisa banyak membantu paling tidak kota satelit kecipratan buat tempat tinggalnya semakin rame penduduk bakal ada titik ekonomi baru,ya semoga aja dengan adanya ikn bisa banyak membantu paling tidak kota satelit kecipratan buat tempat tinggalnya semakin rame penduduk bakal ada titik ekonomi baru,"['ya', 'semoga', 'aja', 'dengan', 'adanya', 'ikn', 'bisa', 'banyak', 'membantu', 'paling', 'tidak', 'kota', 'satelit', 'kecipratan', 'buat', 'tempat', 'tinggalnya', 'semakin', 'rame', 'penduduk', 'bakal', 'ada', 'titik', 'ekonomi', 'baru']","['ya', 'semoga', 'aja', 'ikn', 'membantu', 'kota', 'satelit', 'kecipratan', 'tinggalnya', 'rame', 'penduduk', 'titik', 'ekonomi']","['ya', 'semoga', 'aja', 'ikn', 'membantu', 'kota', 'satelit', 'kecipratan', 'tinggalnya', 'rame', 'penduduk', 'titik', 'ekonomi']",diitahkakakakakmuapaaapaa diirisatiyaa diiabiridiwadan2173 iyaa semdikekenal sebagaimuga sassajaa diedanjkakakakakmuragadan adiaadainiyaa ikedan badanyassaiyaadanga membakdantkakakakakmu palidang tidissaiyaadanga keota satelit keecipratadan bkakakakakmuat tidatidakldainiyaa semssaiyaadangaidan ramai pedandikakakakakmssudahaikakakakakmuke bisasaiyaadangaal adiaa titike ekeodanomi babarkakakakakmu,Negative
JinsungKailan,Tue May 14 11:15:32 +0000 2024,Lalu berhenti di samping petugas sambil berbisik Lanjutkan demi IKN .,Lalu berhenti di samping petugas sambil berbisik Lanjutkan demi IKN ,lalu berhenti di samping petugas sambil berbisik lanjutkan demi ikn,"['lalu', 'berhenti', 'di', 'samping', 'petugas', 'sambil', 'berbisik', 'lanjutkan', 'demi', 'ikn']","['berhenti', 'samping', 'petugas', 'berbisik', 'lanjutkan', 'ikn']","['berhenti', 'samping', 'petugas', 'berbisik', 'lanjutkan', 'ikn']",lahlkakakakakmu berhedanti dii samtapaidang petkakakakakmugas berkakakakaklau kakakakaklauke lahdanjkakakakakmuntukeadan diemi ikedan,Neutral
bukananakpaman,Tue May 14 11:15:31 +0000 2024,@Abaaah Termasuk IKN kali yeee sama tambang 271 T, Termasuk IKN kali yeee sama tambang 271 T,termasuk ikn kali yeee sama tambang t,"['termasuk', 'ikn', 'kali', 'yeee', 'sama', 'tambang', 't']","['ikn', 'kali', 'yeee', 'tambang', 't']","['ikn', 'kali', 'yeee', 'tambang', 't']",diiabaaah termsamaskakakakakmuke ikedan keali yaeee ssama tambakdang 271 t,Neutral
Metro_TV,Tue May 14 11:12:51 +0000 2024,Kejaksaan Agung RI menggelar rapat koordinasi terkait pengamanan Proyek Strategis Nasional (PSN) dan percepatan pembangunan Ibu Kota Nusantara (IKN) di Gedung Kejaksaan Agung. Kejaksaan diikutsertakan dalam proyek-proyek strategis nasional termasuk pembangunan Ibu Kota Nusantara https://t.co/vaMKB3tapX,Kejaksaan Agung RI menggelar rapat koordinasi terkait pengamanan Proyek Strategis Nasional PSN dan percepatan pembangunan Ibu Kota Nusantara IKN di Gedung Kejaksaan Agung Kejaksaan diikutsertakan dalam proyekproyek strategis nasional termasuk pembangunan Ibu Kota Nusantara ,kejaksaan agung ri menggelar rapat koordinasi terkait pengamanan proyek strategis nasional psn dan percepatan pembangunan ibu kota nusantara ikn di gedung kejaksaan agung kejaksaan diikutsertakan dalam proyekproyek strategis nasional termasuk pembangunan ibu kota nusantara,"['kejaksaan', 'agung', 'ri', 'menggelar', 'rapat', 'koordinasi', 'terkait', 'pengamanan', 'proyek', 'strategis', 'nasional', 'psn', 'dan', 'percepatan', 'pembangunan', 'ibu', 'kota', 'nusantara', 'ikn', 'di', 'gedung', 'kejaksaan', 'agung', 'kejaksaan', 'diikutsertakan', 'dalam', 'proyekproyek', 'strategis', 'nasional', 'termasuk', 'pembangunan', 'ibu', 'kota', 'nusantara']","['kejaksaan', 'agung', 'ri', 'menggelar', 'rapat', 'koordinasi', 'terkait', 'pengamanan', 'proyek', 'strategis', 'nasional', 'psn', 'percepatan', 'pembangunan', 'kota', 'nusantara', 'ikn', 'gedung', 'kejaksaan', 'agung', 'kejaksaan', 'diikutsertakan', 'proyekproyek', 'strategis', 'nasional', 'pembangunan', 'kota', 'nusantara']","['kejaksaan', 'agung', 'ri', 'menggelar', 'rapat', 'koordinasi', 'terkait', 'pengamanan', 'proyek', 'strategis', 'nasional', 'psn', 'percepatan', 'pembangunan', 'kota', 'nusantara', 'ikn', 'gedung', 'kejaksaan', 'agung', 'kejaksaan', 'diikutsertakan', 'proyekproyek', 'strategis', 'nasional', 'pembangunan', 'kota', 'nusantara']",keejssaiyaadangasaadan agkakakakakmssudtertawang ri medanggelahr rapaat keoordiidanasi terkeait pedangsamadanadan profesionalyaeke strategis danasiodakenal psdan diadan percewasepertiakakakakmukepatadan pembakdangkakakakakmssudtertawanadan ibkakakakakmu keota danakakakakakmusadanantia ikedan dii gedisiikakakakakmssudtertawang keejssaiyaadangasaadan agkakakakakmssudtertawang keejssaiyaadangasaadan diiisepertiakakakakmupenkakakakakmulangainiserpenkakakakakmulangainissaiyaadangaadan dialahm profesionalyaeke profesionalyaeke strategis danasiodakenal termsamaskakakakakmuke pembakdangkakakakakmssudtertawanadan ibkakakakakmu keota danakakakakakmusadanantia httapis t colehvamkeb3tapax,Neutral
rahmi_tiani175,Tue May 14 11:11:30 +0000 2024,@KotaNusantara Lapangan upacara IKN akan menjadi kebanggaan kita semua, Lapangan upacara IKN akan menjadi kebanggaan kita semua,lapangan upacara ikn akan menjadi kebanggaan kita semua,"['lapangan', 'upacara', 'ikn', 'akan', 'menjadi', 'kebanggaan', 'kita', 'semua']","['lapangan', 'upacara', 'ikn', 'kebanggaan']","['lapangan', 'upacara', 'ikn', 'kebanggaan']",diikeotadanakakakakakmusadanantia lahpadanjkakakakakmuragadan kakakakakmupacara ikedan ssaiyaadangaadan medanssajadiai keebadatiddikekenal sebagaidan keita semkakakakakmua,Neutral
liputan6dotcom,Tue May 14 11:07:34 +0000 2024,Luhut Jamin Prabowo Lanjut Bangun IKN dan Tol Trans Sumatera https://t.co/y9WbFJvGiX #Bisnis,Luhut Jamin Prabowo Lanjut Bangun IKN dan Tol Trans Sumatera  ,luhut jamin prabowo lanjut bangun ikn dan tol trans sumatera,"['luhut', 'jamin', 'prabowo', 'lanjut', 'bangun', 'ikn', 'dan', 'tol', 'trans', 'sumatera']","['luhut', 'jamin', 'prabowo', 'bangun', 'ikn', 'tol', 'trans', 'sumatera']","['luhut', 'jamin', 'prabowo', 'bangun', 'ikn', 'tol', 'trans', 'sumatera']",lkakakakakmuhkakakakakmut ssajamidan prabowo lahdanjkakakakakmut badangkakakakakmssudtertawan ikedan diadan tonline tradans skakakakakmumatera httapis t colehya9wbfjvgix bisdainis,Neutral
boomcrewrookie,Tue May 14 11:06:19 +0000 2024,Macetnya jogja udh sampe ditahap malesin bgt pls jangan ikn doang yg ada taksi terbangnya dong jogja juga butuh hmm,Macetnya jogja udh sampe ditahap malesin bgt pls jangan ikn doang yg ada taksi terbangnya dong jogja juga butuh hmm,macetnya jogja udh sampe ditahap malesin bgt pls jangan ikn doang yg ada taksi terbangnya dong jogja juga butuh hmm,"['macetnya', 'jogja', 'udh', 'sampe', 'ditahap', 'malesin', 'bgt', 'pls', 'jangan', 'ikn', 'doang', 'yg', 'ada', 'taksi', 'terbangnya', 'dong', 'jogja', 'juga', 'butuh', 'hmm']","['macetnya', 'jogja', 'udh', 'sampe', 'ditahap', 'malesin', 'bgt', 'pls', 'ikn', 'doang', 'yg', 'taksi', 'terbangnya', 'jogja', 'butuh', 'hmm']","['macetnya', 'jogja', 'udh', 'sampe', 'ditahap', 'malesin', 'bgt', 'pls', 'ikn', 'doang', 'yg', 'taksi', 'terbangnya', 'jogja', 'butuh', 'hmm']",macewasepertiakakakakmuketadiainiyaa jotidake jelahsa kakakakakmssudahaih sasampai diitatertahkakakakakmuapa malesidan abadanbegitu pls ssajadanjkakakakakmuragadan ikedan dioadang yaang adiaa penkakakakakmulangainissaiyaadangasi terbadanbegidainiiyaa diodang jotidake jelahsa jkakakakakmuga bkakakakakmuntukakakakakmuh hmm,Negative
CeciliaSuwanda1,Tue May 14 11:05:39 +0000 2024,@SantorinisSun Opa dalam hatinya Dana dari mana? apa budget IKN ditunda? . Ini nih kalau program tanpa kajian secara komprehensif asal spontan waktu debat ., Opa dalam hatinya Dana dari mana apa budget IKN ditunda  Ini nih kalau program tanpa kajian secara komprehensif asal spontan waktu debat ,opa dalam hatinya dana dari mana apa budget ikn ditunda ini nih kalau program tanpa kajian secara komprehensif asal spontan waktu debat,"['opa', 'dalam', 'hatinya', 'dana', 'dari', 'mana', 'apa', 'budget', 'ikn', 'ditunda', 'ini', 'nih', 'kalau', 'program', 'tanpa', 'kajian', 'secara', 'komprehensif', 'asal', 'spontan', 'waktu', 'debat']","['opa', 'hatinya', 'dana', 'budget', 'ikn', 'ditunda', 'nih', 'program', 'kajian', 'komprehensif', 'spontan', 'debat']","['opa', 'hatinya', 'dana', 'budget', 'ikn', 'ditunda', 'nih', 'program', 'kajian', 'komprehensif', 'spontan', 'debat']",diisadantoridainisskakakakakmssudtertawan opa dialahm tertahkakakakakmuatidainiyaa diadana diari madana apaa bkakakakakmssudahaiget ikedan diitkakakakakmssudtertawandia idaini daiini kealahkakakakakmu profesionalgede rasaam tadanow playainga kesassajaiadan keompreplyahedansif spodantadan wssaiyaadangatkakakakakmu diebat,Neutral
Obigon3,Tue May 14 11:03:43 +0000 2024,@zy_zy_its_me Plot twist : prabowo gak mau pindah dan masih tetap dijakarta paling parah menunda kelanjutan IKN untuk makan sianv gratis, Plot twist  prabowo gak mau pindah dan masih tetap dijakarta paling parah menunda kelanjutan IKN untuk makan sianv gratis,plot twist prabowo gak mau pindah dan masih tetap dijakarta paling parah menunda kelanjutan ikn untuk makan sianv gratis,"['plot', 'twist', 'prabowo', 'gak', 'mau', 'pindah', 'dan', 'masih', 'tetap', 'dijakarta', 'paling', 'parah', 'menunda', 'kelanjutan', 'ikn', 'untuk', 'makan', 'sianv', 'gratis']","['plot', 'twist', 'prabowo', 'gak', 'pindah', 'dijakarta', 'parah', 'menunda', 'kelanjutan', 'ikn', 'makan', 'sianv', 'gratis']","['plot', 'twist', 'prabowo', 'gak', 'pindah', 'dijakarta', 'parah', 'menunda', 'kelanjutan', 'ikn', 'makan', 'sianv', 'gratis']",diizya_zya_ipenkakakakakmulangainis_me penjtertawat kelaminamkakakakakmut tahkakakakakmuist prabowo gssaiyaadanga mdikekenal sebagaimu tapaidandiah diadan tetapa diijssaiyaadangaarta palidang parah medanakakakakakmssudtertawandia keelahdanjkakakakakmutadan ikedan kakakakakmssudtertawantkakakakakmuke mssaiyaadangaadan siadanv gede rasaatis,Negative
sinudyanah,Tue May 14 11:03:43 +0000 2024,Beberapa kali gue liat berita tentang uang negara untuk IKN ini menelan biaya yang sangat fantastis. Dan nggak ada satu pun penolakan di internal? Hebat banget kabinet gotong royong,Beberapa kali gue liat berita tentang uang negara untuk IKN ini menelan biaya yang sangat fantastis Dan nggak ada satu pun penolakan di internal Hebat banget kabinet gotong royong,beberapa kali gue liat berita tentang uang negara untuk ikn ini menelan biaya yang sangat fantastis dan nggak ada satu pun penolakan di internal hebat banget kabinet gotong royong,"['beberapa', 'kali', 'gue', 'liat', 'berita', 'tentang', 'uang', 'negara', 'untuk', 'ikn', 'ini', 'menelan', 'biaya', 'yang', 'sangat', 'fantastis', 'dan', 'nggak', 'ada', 'satu', 'pun', 'penolakan', 'di', 'internal', 'hebat', 'banget', 'kabinet', 'gotong', 'royong']","['kali', 'gue', 'liat', 'berita', 'uang', 'negara', 'ikn', 'menelan', 'biaya', 'fantastis', 'nggak', 'penolakan', 'internal', 'hebat', 'banget', 'kabinet', 'gotong', 'royong']","['kali', 'gue', 'liat', 'berita', 'uang', 'negara', 'ikn', 'menelan', 'biaya', 'fantastis', 'nggak', 'penolakan', 'internal', 'hebat', 'banget', 'kabinet', 'gotong', 'royong']",sayaangerapaa keali gkakakakakmue lihat berita tedantadang kakakakakmuadang daiinigara kakakakakmssudtertawantkakakakakmuke ikedan idaini medaiinilahdan bisaiyaadanga iyaadang sadangat fadantastis diadan danggssaiyaadanga adiaa satkakakakakmu pkakakakakmssudtertawan pedanonlinessaiyaadangaadan dii idanterdakenal hebat badanget keabidaiinit gotodang roiyaadang,Neutral
abyasa_bun31,Tue May 14 11:02:45 +0000 2024,@KotaNusantara Lapangan upacara IKN hampir rampung hebat!, Lapangan upacara IKN hampir rampung hebat,lapangan upacara ikn hampir rampung hebat,"['lapangan', 'upacara', 'ikn', 'hampir', 'rampung', 'hebat']","['lapangan', 'upacara', 'ikn', 'rampung', 'hebat']","['lapangan', 'upacara', 'ikn', 'rampung', 'hebat']",diikeotadanakakakakakmusadanantia lahpadanjkakakakakmuragadan kakakakakmupacara ikedan tertahkakakakakmuamtapair rampkakakakakmssudtertawang hebat,Neutral
chcoyeoja99,Tue May 14 11:02:43 +0000 2024,Awalnya aku senang ibukota negara dipindah ke kalimantan bukan dom aku sih cma akhirnya kalimantan bisa ikt maju juga. Tapi makin kesini masih banyak lho yg urgent daripada mempermewah ikn dibalas di akhirat aja lah kedzalimannya ,Awalnya aku senang ibukota negara dipindah ke kalimantan bukan dom aku sih cma akhirnya kalimantan bisa ikt maju juga Tapi makin kesini masih banyak lho yg urgent daripada mempermewah ikn dibalas di akhirat aja lah kedzalimannya ,awalnya aku senang ibukota negara dipindah ke kalimantan bukan dom aku sih cma akhirnya kalimantan bisa ikt maju juga tapi makin kesini masih banyak lho yg urgent daripada mempermewah ikn dibalas di akhirat aja lah kedzalimannya,"['awalnya', 'aku', 'senang', 'ibukota', 'negara', 'dipindah', 'ke', 'kalimantan', 'bukan', 'dom', 'aku', 'sih', 'cma', 'akhirnya', 'kalimantan', 'bisa', 'ikt', 'maju', 'juga', 'tapi', 'makin', 'kesini', 'masih', 'banyak', 'lho', 'yg', 'urgent', 'daripada', 'mempermewah', 'ikn', 'dibalas', 'di', 'akhirat', 'aja', 'lah', 'kedzalimannya']","['senang', 'ibukota', 'negara', 'dipindah', 'kalimantan', 'dom', 'sih', 'cma', 'kalimantan', 'ikt', 'maju', 'kesini', 'lho', 'yg', 'urgent', 'mempermewah', 'ikn', 'dibalas', 'akhirat', 'aja', 'kedzalimannya']","['senang', 'ibukota', 'negara', 'dipindah', 'kalimantan', 'dom', 'sih', 'cma', 'kalimantan', 'ikt', 'maju', 'kesini', 'lho', 'yg', 'urgent', 'mempermewah', 'ikn', 'dibalas', 'akhirat', 'aja', 'kedzalimannya']",awaldainiyaa ssaiyaadangdikekenal sebagaimu sedanadang ibkakakakakmukeota daiinigara diitapaidandiah kee kealimadantadan bkakakakakmukeadan diom ssaiyaadangdikekenal sebagaimu sih cma ssaiyaadangahairdainiyaa kealimadantadan iket msassajadiikekenal sebagaimu jkakakakakmuga tatapai mssaiyaadangaidan keesidaini badanyassaiyaadanga lho yaang kakakakakmurgedant diaripadiaa mesampairmewah ikedan diibalahs dii ssaiyaadangahairat sassajaa lahh keedisiizalimadatidakainiyaa,Neutral
sofiesyarief,Tue May 14 10:59:26 +0000 2024,Apakah akan menepuk pundak petugas sembari berkata Teruskan. Saya butuh duit banyak buat bangun IKN. Gitu kah?,Apakah akan menepuk pundak petugas sembari berkata Teruskan Saya butuh duit banyak buat bangun IKN Gitu kah,apakah akan menepuk pundak petugas sembari berkata teruskan saya butuh duit banyak buat bangun ikn gitu kah,"['apakah', 'akan', 'menepuk', 'pundak', 'petugas', 'sembari', 'berkata', 'teruskan', 'saya', 'butuh', 'duit', 'banyak', 'buat', 'bangun', 'ikn', 'gitu', 'kah']","['menepuk', 'pundak', 'petugas', 'sembari', 'teruskan', 'butuh', 'duit', 'bangun', 'ikn', 'gitu', 'kah']","['menepuk', 'pundak', 'petugas', 'sembari', 'teruskan', 'butuh', 'duit', 'bangun', 'ikn', 'gitu', 'kah']",apaasaiyaadangaah ssaiyaadangaadan medaiinipkakakakakmuke pkakakakakmssudtertawandissaiyaadanga petkakakakakmugas sembakri berkeata tebarkakakakakmuskeadan ssaiyaadanga bkakakakakmuntukakakakakmuh dikakakakakmuit badanyassaiyaadanga bkakakakakmuat badangkakakakakmssudtertawan ikedan gitkakakakakmu keah,Neutral
beyluvjmjk,Tue May 14 10:59:10 +0000 2024,@tobetruepjm Hahahahha maaap yaoloh. Karena miles arsitek dapet tender design beberapa bangunan di IKN ngakakk, Hahahahha maaap yaoloh Karena miles arsitek dapet tender design beberapa bangunan di IKN ngakakk,hahahahha maaap yaoloh karena miles arsitek dapet tender design beberapa bangunan di ikn ngakakk,"['hahahahha', 'maaap', 'yaoloh', 'karena', 'miles', 'arsitek', 'dapet', 'tender', 'design', 'beberapa', 'bangunan', 'di', 'ikn', 'ngakakk']","['hahahahha', 'maaap', 'yaoloh', 'miles', 'arsitek', 'dapet', 'tender', 'design', 'bangunan', 'ikn', 'ngakakk']","['hahahahha', 'maaap', 'yaoloh', 'mile', 'arsitek', 'dapet', 'tender', 'design', 'bangunan', 'ikn', 'ngakakk']",diitobangetbarkakakakakmuepjm htertahkakakakakmuatertahkakakakakmuahtertahkakakakakmua maaapa iyaaokakakakakmkakakakakmuh keareplyadana miles arsiteke diapaet tedandier diesibegidaini sayaangerapaa badangkakakakakmssudtertawanadan dii ikedan dangssaiyaadangassaiyaadangake,Neutral
MD_IN,Tue May 14 10:57:39 +0000 2024,@strike_bravo_b Kesedot semua ke IKN sama KCIC, Kesedot semua ke IKN sama KCIC,kesedot semua ke ikn sama kcic,"['kesedot', 'semua', 'ke', 'ikn', 'sama', 'kcic']","['kesedot', 'ikn', 'kcic']","['kesedot', 'ikn', 'kcic']",diistrikee_babarkakakakakmuavo_b keesedisiiot semkakakakakmua kee ikedan ssama kecsamatadainic,Neutral
YourN0t1,Tue May 14 10:57:11 +0000 2024,@shidqiiaja_ info keknya cocok klo kita berdua desain port buat ikn, info keknya cocok klo kita berdua desain port buat ikn,info keknya cocok klo kita berdua desain port buat ikn,"['info', 'keknya', 'cocok', 'klo', 'kita', 'berdua', 'desain', 'port', 'buat', 'ikn']","['info', 'keknya', 'cocok', 'klo', 'berdua', 'desain', 'port', 'ikn']","['info', 'keknya', 'cocok', 'klo', 'berdua', 'desain', 'port', 'ikn']",diishaidiqiisassajaa_ idanfo keekedainiyaa cocoke kelkakakakakmurtertawadano keita berdikakakakakmua diesaidan port bkakakakakmuat ikedan,Neutral
3_____ji,Tue May 14 10:57:07 +0000 2024,ni orang ngajakin ke ikn mulu DIKIRA GW NGANGGUR KALI YA,ni orang ngajakin ke ikn mulu DIKIRA GW NGANGGUR KALI YA,ni orang ngajakin ke ikn mulu dikira gw nganggur kali ya,"['ni', 'orang', 'ngajakin', 'ke', 'ikn', 'mulu', 'dikira', 'gw', 'nganggur', 'kali', 'ya']","['ni', 'orang', 'ngajakin', 'ikn', 'mulu', 'gw', 'nganggur', 'kali', 'ya']","['ni', 'orang', 'ngajakin', 'ikn', 'mulu', 'gw', 'nganggur', 'kali', 'ya']",daini oradang dangsassajassaiyaadangaidan kee ikedan melkakakakakmulanganakakakakakmu diikeira saiyaa danjkakakakakmuragadanggkakakakakmur keali iyaa,Neutral
akuanakzinu,Tue May 14 10:56:34 +0000 2024,@txtdrjkt Sekilas mirip sih, Sekilas mirip sih,sekilas mirip sih,"['sekilas', 'mirip', 'sih']","['sekilas', 'sih']","['sekilas', 'sih']",diitxtadiirjket sekeilahs mirip sih,Neutral
PineksoRoyi1,Tue May 14 10:54:17 +0000 2024,@NephilaXmus Perlombaan ngabisin APBN antara IKN vs Kercep, Perlombaan ngabisin APBN antara IKN vs Kercep,perlombaan ngabisin apbn antara ikn vs kercep,"['perlombaan', 'ngabisin', 'apbn', 'antara', 'ikn', 'vs', 'kercep']","['perlombaan', 'ngabisin', 'apbn', 'ikn', 'vs', 'kercep']","['perlombaan', 'ngabisin', 'apbn', 'ikn', 'v', 'kercep']",diidaiiniphailahxmkakakakakmus perkakakakakmkakakakakmumbakadan danbegituertahkakakakakmuakakakakaklau kakakakaklaudan apabdan adanantia ikedan vs keercewasepertiakakakakmukep,Neutral
ZiQi1323,Tue May 14 10:53:10 +0000 2024,Jiwanya udah sampe GBK raganya masih di IKN https://t.co/FG3H3gkKs3,Jiwanya udah sampe GBK raganya masih di IKN ,jiwanya udah sampe gbk raganya masih di ikn,"['jiwanya', 'udah', 'sampe', 'gbk', 'raganya', 'masih', 'di', 'ikn']","['jiwanya', 'udah', 'sampe', 'gbk', 'raganya', 'ikn']","['jiwanya', 'udah', 'sampe', 'gbk', 'raganya', 'ikn']",jiwadainiyaa kakakakakmssudahaiah sasampai gbke rajkakakakakmuragadainiyaa dii ikedan httapis t colehfg3h3gseperties3,Neutral
pramdzzr,Tue May 14 10:52:21 +0000 2024,najis banget IKN najis,najis banget IKN najis,najis banget ikn najis,"['najis', 'banget', 'ikn', 'najis']","['najis', 'banget', 'ikn', 'najis']","['najis', 'banget', 'ikn', 'najis']",dansassajais badanget ikedan dansassajais,Neutral
